asv	id	Taxon	Confidence	KF0052	KF0053	KF0054	KF0060	KF0070	KF0077	KF0123	KF0129	KF0136	KF0147	KF0150	KF0168	KF0170	KF0177	KF0178	KF0179	KF0181	KF0182	KF0183	TB89	TB90	TB115	TB139	TB140	TB155	sumKF	sumTB	mutuals	status
ASV1335	9712613db15c6822642180ee3858e5fb	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__A4b; g__A4b; s__uncultured_marine	0.831255145	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	43	58	0	189	281	53109	both
ASV3680	8bd43ab8fc17bc0f4ecc8d4ea412fa10	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae; g__Methylophaga	0.999751009	462	0	908	639	14	148	3	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	0	13	0	0	4078	13	53014	both
ASV2867	f3a31c411b4291d37be8ccdff76baf94	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999999545	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	158	0	0	0	0	59	69	0	0	396	128	50688	both
ASV2368	b2c7f912f0c9c47667ab4ecdc1bff415	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.992428244	81	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	261	93	97	0	0	15	99	466	46134	both
ASV979	96d5943942c7edf511b73c474e1e59f5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella	0.797412636	0	0	0	0	0	0	0	0	0	510	0	93	0	0	0	0	409	0	0	0	0	28	14	0	0	1012	42	42504	both
ASV3755	16ff6fdb8b9bbe665e7ec8c665e78183	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Pseudohongiellaceae; g__Pseudohongiella	0.999996692	0	0	0	0	0	0	329	217	134	0	0	0	0	0	0	0	0	0	54	0	0	53	0	0	0	734	53	38902	both
ASV2663	1cfa27ff6a688b162637b2047a6a9b6f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999771305	0	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	28	71	0	0	388	99	38412	both
ASV2649	0fc4c8c94f985ba34131c3dac471a04d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.997536811	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	8	0	0	0	0	0	10	1281	173	0	26	1464	38064	both
ASV2645	0d3d333dbe762411a852fd887bc2485d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999999159	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	142	0	278	297	0	0	53	717	38001	both
ASV554	73be0b19adda6ae0177ad610f6e68dbe	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Fabibacter; s__uncultured_bacterium	0.854879261	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	112	0	0	164	226	37064	both
ASV2555	d1df3cec550635cbe0fcad2a6dab771e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured; s__uncultured_Rhizobiales	0.891536357	0	5309	0	0	0	27	0	4	0	0	463	0	0	0	0	0	21	0	0	0	0	0	0	6	0	5824	6	34944	both
ASV3848	390844a02bc29380c25f7d24245bd07c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__Pseudomonas_pachastrellae	0.855654002	0	0	0	0	0	0	0	0	0	0	318	0	0	54	0	0	62	0	0	0	0	19	20	28	13	434	80	34720	both
ASV2032	530fa389f95e3448d8fd15c0bfd151a1	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae	0.99999865	0	0	0	0	0	1911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1911	16	30576	both
ASV2710	582340a88c2ef92d3da231677fa9230a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.994287046	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	146	78	424	184	296	52	21	1180	24780	both
ASV784	58c4c519152238addd28ad789a0e3adc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae	1	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	601	0	0	0	38	644	24472	both
ASV2491	7789ada98211fb5534156d903d08069e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__NRL2; f__NRL2; g__NRL2; s__uncultured_marine	0.734791193	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	955	25	23875	both
ASV2045	9a8e6c103c6b9639bdde1506bc0d57c1	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__planctomycete_MS1316	0.987449346	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	248	94	23312	both
ASV2361	d219bf35511fe57c0408445e34cf3ee1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__Kordiimonadaceae; g__Kordiimonas; s__uncultured_bacterium	0.909733011	0	0	0	0	0	0	18	9	0	83	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	110	196	21560	both
ASV695	cc9c779ef21695ce710bd811f9528cd3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola	0.990801491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	18	0	15	14	453	47	21291	both
ASV2128	1516af2e087e3bac332b512450205264	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__Fuerstia; s__uncultured_bacterium	0.971270432	0	1572	2	161	0	0	0	0	0	0	0	706	0	0	0	0	0	0	186	0	0	0	0	0	8	2627	8	21016	both
ASV1978	d57bb3ee4105222474567b4dff7325fb	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__uncultured_Algisphaera	0.997222466	61	0	0	0	1764	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2119	9	19071	both
ASV2727	6a25f899cc4d0914008800e02a5dd0d9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999954795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0	0	0	0	0	0	29	653	29	18937	both
ASV3681	c375b31688dd2735f1057df5c259e478	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Nitrosococcales; f__Methylophagaceae; g__Methylophaga; s__uncultured_Methylophaga	0.870305459	0	0	0	0	0	0	0	0	0	0	0	236	1052	0	0	0	277	0	142	0	0	11	0	0	0	1707	11	18777	both
ASV2260	ba30319558ef4d4e6613f3b9502f3387	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Oceanicaulis	0.999999935	0	0	0	540	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	4	12	12	0	0	640	28	17920	both
ASV3763	ea1f8864c5ddcc5b5d48ea37ffe74069	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Pseudohongiellaceae; g__Pseudohongiella	0.999769266	0	0	0	0	0	0	0	0	258	41	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	299	59	17641	both
ASV1016	9b0bab1147a96013d4dd33e03ff46e6e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__Haematococcus_lacustris	0.983879613	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	397	42	16674	both
ASV2078	5dd1ae7794ff6ce43e6b67cadbf62f1c	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__uncultured_bacterium	0.78017939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0	37	0	0	7	360	44	15840	both
ASV2531	3ce8fd977f609e8aef8405e00c7e53f4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Maritalea	0.99999997	4	49	52	39	34	0	16	4	0	0	0	61	0	0	0	9	0	0	0	0	0	0	39	20	0	268	59	15812	both
ASV2768	91584354c4f58bb7d95f35199bfe2e31	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999889251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	40	0	18	379	71	18	29	526	15254	both
ASV904	81e8b640da74e4f050c3041b55dade78	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter; s__uncultured_bacterium	0.784876703	0	0	0	0	1112	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	10	0	0	0	1467	10	14670	both
ASV740	9443d4c579b284a92b7fef9206540e5b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_bacterium	0.75613907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572	0	11	0	0	0	0	0	9	1583	9	14247	both
ASV3808	16efcb5275d78df972d8a8a41fa101ce	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; s__uncultured_bacterium	0.903003972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	236	277	0	0	0	0	0	21	654	21	13734	both
ASV2081	398315a83bc71a46777904352fc1c94f	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula	0.99999993	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	86	0	0	9	112	114	12768	both
ASV978	737b005771c2452856f475062835ae15	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella	0.997987317	0	0	0	0	0	0	0	0	0	0	0	0	0	1058	0	0	0	0	0	0	0	0	12	0	0	1058	12	12696	both
ASV2272	c1d94d99e28cb48765a7a0d712d49a51	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__uncultured	0.969430584	113	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	47	0	0	0	122	102	12444	both
ASV653	f59bea8bc1425c404ece278252240f5b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Taeseokella; s__Bacteroidetes_bacterium	0.962514414	0	0	0	0	0	747	0	0	0	0	0	960	0	0	0	0	0	0	0	0	0	7	0	0	0	1707	7	11949	both
ASV1061	9de69e69744436484c8a286e29d69f3a	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae; g__Balneola; s__uncultured_Bacteroidetes	0.958279786	186	0	347	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	0	5	0	536	22	11792	both
ASV2118	4c3f927a83e763f3cae43299be6a1db1	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Gimesiaceae; g__Gimesia	0.999999999	0	0	59	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	21	0	0	64	160	10240	both
ASV766	747db9502f239437320023c047db95a3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Vicingus; s__uncultured_bacterium	0.850563096	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	371	0	0	0	0	0	14	0	10	411	24	9864	both
ASV3100	54f6114649fa4404711aa45dd9033813	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sneathiellales; f__Sneathiellaceae; g__Sneathiella; s__uncultured_bacterium	0.997551188	119	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	9	0	0	0	264	35	9240	both
ASV1048	5aac7f7fca31cec542aebe11a7872fec	d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae; g__B2706-C7; s__uncultured_bacterium	0.998329214	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	28	0	75	120	9000	both
ASV1705	825c58f4f97d8eae77999275bfeed56a	d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales; f__Haliangiaceae; g__Haliangium	0.999957167	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	23	37	107	0	4	7	50	178	8900	both
ASV910	976aff785c54d06fcc66f1934fd22072	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Mesoflavibacter; s__Mesoflavibacter_sp.	0.712930788	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	17	31	110	78	8580	both
ASV2517	49d69bbbd0a9729da52be29f6453476d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.980766761	0	0	0	0	0	0	78	48	0	30	0	0	0	0	0	0	0	0	0	0	0	10	28	15	0	156	53	8268	both
ASV2073	d66259c268c897b86dba6a814f350ec1	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage; s__uncultured_bacterium	0.84448773	0	0	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	0	0	0	4	2040	4	8160	both
ASV3159	b473d3b9f56f04edbcc9949ac7c997f9	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus; s__Sphingorhabdus_sp.	0.809304614	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	70	26	0	0	56	142	7952	both
ASV249	ff9646de10b247b81a1eac192117df5e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Aureispira	0.992200739	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	8	0	29	0	136	57	7752	both
ASV900	7e463cf8e0281ae59a55f60d281c19cb	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter; s__Maribacter_sp.	0.989867672	0	0	0	0	0	0	40	181	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	221	35	7735	both
ASV1732	ca9dfba7e8b39e9448ae50411748de79	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__uncultured; s__uncultured_proteobacterium	0.908384719	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	147	51	147	7497	both
ASV2533	0f6029c24c7641e4eaf0fbdc2fdb0290	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Maritalea; s__Maritalea_sp.	0.964262348	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	46	4	0	0	0	0	12	29	0	0	175	41	7175	both
ASV2084	7a142253b959d3237edd0cd9e5937f8f	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula	0.97231431	0	0	0	0	0	0	30	22	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	52	134	6968	both
ASV2333	811b57df6b7474f2681ac3412dbd7ba1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__Pelagibius	0.999968041	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1851	386	84	0	3	2321	6963	both
ASV2227	f289553dc3a5c1784f8ce1fa6a413721	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae	0.99999991	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	315	291	29	35	10	670	6700	both
ASV3252	7188ce140c148b15b672115f6b03944b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Aestuariibacter	0.804864132	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	121	29	80	28	230	6440	both
ASV3098	4e17cc261703d3f2451d4f2d4e47d7a5	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sneathiellales; f__Sneathiellaceae; g__Sneathiella; s__uncultured_bacterium	0.969227004	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	314	0	0	0	0	0	0	7	0	0	911	7	6377	both
ASV3809	6a6a4404b9beb840bb735f370761be99	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; s__uncultured_bacterium	0.719571929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	58	0	0	0	26	0	0	29	111	55	6105	both
ASV896	cc246c2e29481ed5cfcd612810ec2b33	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter	0.995936024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	11	6	0	0	332	17	5644	both
ASV2352	b28460b2d76a0da71f47edeeee418cb4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__Kordiimonadaceae; g__Kordiimonas	0.999999608	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	534	18	0	0	10	552	5520	both
ASV3153	1f3aa92cbc6f8471641c7b0ba4752983	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus	0.971359258	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1212	133	0	0	4	1379	5516	both
ASV3236	f617931335477584dfd0b193104558b4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	1	0	0	0	0	0	0	160	234	0	190	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	584	9	5256	both
ASV3894	2a102392f4667b13b2357317e3cd8b6a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__UBA4486; f__UBA4486; g__UBA4486	0.731262197	0	0	0	0	0	0	47	85	0	0	0	0	0	0	0	0	0	0	0	9	0	30	0	0	0	132	39	5148	both
ASV2238	48e506780822ae186a0bc1a392da9d67	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hellea; s__uncultured_Alphaproteobacteria	0.785460274	0	0	0	0	0	0	0	0	0	0	0	86	102	0	0	0	32	0	31	0	0	0	0	0	20	251	20	5020	both
ASV3364	08874dffbed5863fd3c9f86677852ba5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Arenicellales; f__Arenicellaceae; g__Arenicella; s__uncultured_bacterium	0.832343396	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	952	614	0	3	1637	4911	both
ASV2486	302465dfdbacda89f5017d5585639d5f	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured; s__uncultured_Rhizobiales	0.999999069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	27	0	0	12	122	39	4758	both
ASV2538	6d8b987884096513efa9ea9b2d3c9415	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Filomicrobium	0.998360377	12	0	0	26	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	42	0	50	94	4700	both
ASV3099	5108e995f4eb731400c7bb27cca840e3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sneathiellales; f__Sneathiellaceae; g__Sneathiella; s__uncultured_bacterium	0.92741232	0	0	0	0	0	0	102	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	10	198	23	4554	both
ASV2366	3745c356ad1072eb6338d9b3808a4b31	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.963896613	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	211	21	0	0	19	232	4408	both
ASV2810	be4030abaae777c56c7cef072a3f14f0	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999952095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	76	40	0	37	116	4292	both
ASV2054	776c1c7f0af712761c9d9e1c97183d85	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula; s__uncultured_planctomycete	0.727252367	0	0	0	0	0	0	0	5	0	97	0	0	0	0	0	0	0	0	0	0	0	20	22	0	0	102	42	4284	both
ASV2631	02f29800d6655ea6eaa6ff7577f1b974	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999994322	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	119	36	4284	both
ASV2367	5f75635c580b5c349304472e22323fdb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.953631454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	25	0	0	157	25	3925	both
ASV3165	ed17bf292e33bf47a45682021aa7ad92	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Thalassobaculales; f__Thalassobaculaceae; g__Thalassobaculum; s__Thalassobaculum_litoreum	0.835790403	123	0	0	0	0	0	100	32	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	280	14	3920	both
ASV2429	dea3acf0f654d986a66c4ec8247fc2b3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__uncultured_bacterium	0.99647564	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	19	198	19	3762	both
ASV901	edf02757a221031ddfd7c0791a57b909	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Maribacter; s__Maribacter_sp.	0.957816101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	11	305	11	3355	both
ASV847	634c5f0234097003989f69de169cf173	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aureisphaera; s__Aureisphaera_salina	0.999987244	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	196	16	3136	both
ASV553	5ed9dc8d1b23bfdd6f69bb1e8e68a2aa	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Fabibacter; s__uncultured_bacterium	0.875713265	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	23	0	0	0	53	0	41	76	3116	both
ASV1187	9898084340eb31f7bae7b27267a22ca8	d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_delta	0.892576811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	7	439	7	3073	both
ASV780	2065dd810777ebaf103fd891dd50a46d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae	1	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	236	13	3068	both
ASV3095	0ae69dee4b0a6a8c1ef62798897110bc	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sneathiellales; f__Sneathiellaceae; g__Sneathiella; s__uncultured_bacterium	0.909780595	0	105	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	8	0	0	0	381	8	3048	both
ASV1930	6c8f54d23e8e6694a7ed22829d55d193	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_planctomycete	0.840822272	0	0	0	0	0	0	30	67	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	7	0	97	30	2910	both
ASV2499	2f4a3ef5de56c8b5b8470e19c136c025	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__Parvibaculaceae; g__Mf105b01; s__uncultured_bacterium	0.965130816	0	0	327	0	0	0	0	0	0	0	0	19	24	0	0	0	10	83	0	0	0	0	6	0	0	463	6	2778	both
ASV2809	bdc051e20624ce47cc4a47eb0967010e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.999969099	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	17	0	140	0	0	0	17	157	2669	both
ASV2974	b426d01b464c77f5f4d6432bdbdbdcab	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Terasakiellaceae; g__uncultured	0.999441055	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	56	0	0	0	0	19	0	22	0	62	41	2542	both
ASV760	277069894b5f9d1cb84818118c0ca11d	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__Vicingus; s__uncultured_bacterium	0.957683567	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	83	29	0	0	22	112	2464	both
ASV1023	9ce73f58df03515ae7eba29e9722c9e7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__NS11-12_marine_group; g__NS11-12_marine_group; s__uncultured_Bacteroidetes	0.999660697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	118	2	0	0	8	0	0	10	128	18	2304	both
ASV3870	0828b12e9ea2d5b8a35e1372b2606310	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Tenderiales; f__Tenderiaceae; g__Candidatus_Tenderia; s__uncultured_gamma	0.972537962	0	0	0	0	0	0	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	30	71	2130	both
ASV4019	7ac44c9714136cb55cd84efb374c3f4d	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Opitutaceae; g__Diplosphaera; s__uncultured_bacterium	0.996139612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	71	72	0	0	0	0	10	0	205	10	2050	both
